room_type,price,minimum_nights,neighborhood_id,host_id,listing_name,listing_id
Entire home/apt,88,2,136,80383662,Hummingbird Cottage in Quiet Residential Arbor Heights,18849203
Entire home/apt,195,2,100,208691110,Hygge Home Away from Home,13226208
Entire home/apt,168,31,106,107434423,"Ideal Belltown 1BR w/ Gym & Lounge, walk to Waterfront, by Blueground(#SEA231)",49588620
Entire home/apt,131,30,103,107434423,"Ideal Belltown 1BR w/ Gym, Rooftop Lounge, near SLU, by Blueground",49654356
Entire home/apt,160,30,106,107434423,"Ideal Belltown 1BR w/ Gym, W/D, Roof Lounge, near SLU, by Blueground",22107747
Entire home/apt,125,4,106,7593634,Ideal Belltown Condo Great Views,40652476
Entire home/apt,140,30,102,107434423,"Ideal Capitol Hill 1BR w/ Gym, Rooftop, W/D, nr. Broadway, by Blueground",53749519
Entire home/apt,200,30,102,107434423,"Ideal Capitol Hill 2BR w/ W/D, Rooftop, Lounge, near park, by Blueground",46114183
Entire home/apt,111,30,102,107434423,"Ideal Capitol Hill Studio w/ Rooftop, Pet Area, near bars, by Blueground",46114156
Entire home/apt,193,31,133,107434423,"Ideal Columbia City 2BR w/ W/D & Gym, close to light rail, by Blueground",32169794
Entire home/apt,138,30,106,107434423,"Ideal Downtown 1BR w/ W/D, walk to Pike St. Market, by Blueground",42084151
Private room,33,30,118,2696775,Ideal for Solo Traveler #2 or  A Touch of Europe#1,50021253
Entire home/apt,133,30,106,107434423,"Ideal Pioneer Square 1BR w/ Gym, W/D, nr. Occidental Sq, by Blueground",48801916
Entire home/apt,181,30,103,107434423,"Ideal South Lake Union 1BR w/ Gym, near Space Needle, by Blueground",52785667
Entire home/apt,247,30,103,107434423,"Ideal South Lake Union 1BR w/ Gym, Storage, near Parks, by Blueground",46480244
Entire home/apt,155,31,103,107434423,"Ideal South Lake Union 1BR w/ Gym, W/D, Space Needle view, by Blueground",13623929
Entire home/apt,242,31,103,107434423,"Ideal South Lake Union 2BR w/ Gym & W/D, near Space Needle, by Blueground",45904038
Entire home/apt,229,30,103,107434423,"Ideal South Lake Union 2BR w/ Gym, W/D, walk to Google, by Blueground",47165299
Entire home/apt,135,1,111,416350114,"IKOR apartment, spacious,  2 bedrooms +parking",49375797
Entire home/apt,137,30,132,27322459,Immaculate 2 BR Under the Space Needle & Key Arena,51574071
Entire home/apt,68,1,136,216363005,Immaculate west seattle studio close to the beach,53118717
Entire home/apt,93,31,100,107434423,"Impeccable Ballard Studio w/ Rooftop, BBQ, walk to dining, by Blueground",42853396
Entire home/apt,142,31,106,107434423,"Impeccable Belltown 1BR w/ Gym & Bike Storage, near Metro, by Blueground",51407786
Entire home/apt,144,31,102,107434423,"Impeccable Capitol Hill 1BR w/ W/D, Gym & Lounge, near I5, by Blueground",19438023
Entire home/apt,224,30,106,107434423,"Impeccable South Lake Union 2BR w/ Gym, BBQ, near Amazon, by Blueground",28677425
Entire home/apt,201,5,110,61080732,Impeccable Top Floor Unit in Seattle Duplex,51901364
Entire home/apt,284,30,104,22829514,In Central .5-1.5miles to Cap hill/downtown/Safeco,543895242133847000
Private room,53,30,104,287172,In Jimi Hendrix's neighborhood 2,583928697106269000
Private room,53,30,104,287172,In Jimi Hendrix's neighborhood 3,49203012
Entire home/apt,256,6,106,111812937,"In the Heart of Downtown! 7th-Floor Condo w/ City View, Shared Pool/Hot Tub/Gym!",39655294
Private room,111,30,115,3674895,In the heart of Fremont (Seattle),10252909
Private room,102,1,115,3674895,In the heart of Fremont (Seattle) two twin beds,877203
Entire home/apt,155,2,136,147197033,"In the Heart of West Seattle, 2-bedroom Townhouse",879181
Entire home/apt,72,1,101,27568875,Incredible 1 Bedroom Guest Suite!,50591033
Entire home/apt,177,33,132,359069961,Incredible apartment home   1 BR in Seattle,51803618
Entire home/apt,138,33,132,359069961,Incredible apartment home   1 BR in Seattle,52110111
Entire home/apt,177,33,132,359069961,Incredible apartment home   1 BR in Seattle,53029773
Entire home/apt,170,33,132,359069961,Incredible apartment home   1 BR in Seattle,51347012
Entire home/apt,138,33,132,359069961,Incredible apartment home   1 BR in Seattle,44477423
Entire home/apt,161,33,132,359069961,Incredible apartment home   1 BR in Seattle,51471231
Entire home/apt,134,33,132,359069961,Incredible apartment home   1 BR in Seattle,51471236
Entire home/apt,169,33,132,359069961,Incredible apartment home   1 BR in Seattle,51471241
Entire home/apt,138,33,132,359069961,Incredible apartment home   1 BR in Seattle,51471297
Entire home/apt,144,33,132,359069961,Incredible apartment home   1BR in Seattle,53940865
Entire home/apt,174,33,132,359069961,Incredible apartment home   1BR in Seattle,565901732783028000
Entire home/apt,185,33,132,359069961,Incredible apartment home   1BR in Seattle,582574123905974000
Entire home/apt,166,33,132,359069961,Incredible apartment home   1BR in Seattle,586439161695616000
Entire home/apt,219,33,132,359069961,Incredible apartment home   2 BR in Seattle,45669207
Entire home/apt,232,33,132,359069961,Incredible apartment home   2 BR in Seattle,45910091
Entire home/apt,200,30,116,509986,"Incredible food, beer, and cake just a short walk!",549201371270369000
Entire home/apt,350,3,106,23049722,Incredible Waterfront Condo Near Pike Place Market,586439164165288000
Entire home/apt,1000,30,105,243762276,Incredible West Seattle Guest Suite!,45609851
Entire home/apt,115,2,100,2127887,Industrial Euro Tiny Home,51471292
Entire home/apt,260,2,124,23662629,Inky is a cozy & artistic home with a fireplace,49989359
Entire home/apt,173,1,104,258796003,Insta-worthy 4 Bedroom in the Central District,4440686
Entire home/apt,372,2,136,5554259,"Insta-worthy Views, Wine, Rooftop Firepit on Beach",42380390
Entire home/apt,92,30,107,48005494,Interbay Studio w/ Modern Decor & Rooftop Deck,36886917
Entire home/apt,87,30,107,48005494,Interbay Studio w/ Rooftop Deck + Views by Zeus,52992504
Entire home/apt,91,30,129,3074414,Internet/cable TV Washer in the unit  Wallinford 1,53363134
Entire home/apt,129,1,115,40881069,Intimate Fremont Cottage Loft With Staircase,44135289
Entire home/apt,130,30,108,97324046,Inverness,35642009
Entire home/apt,76,1,111,429975853,Inviting & Adorable Home in Bitter Lake!,35641936
Entire home/apt,73,1,104,7075688,Inviting & Bright Suite In Judkins Park,50229530
Entire home/apt,136,3,106,12171359,Inviting heart of Seattle hidaway,20033536
Entire home/apt,92,1,105,441321609,Inviting Suite with Amazing Downtown Views!,15288743
Private room,79,1,128,37091369,Irene's place,53313745
Entire home/apt,85,1,100,340706410,Isla's sweet suite - Micro Studio - 91Walkscore,52325166
Entire home/apt,95,30,108,228409668,Jackson Park Retreat,40400915
Entire home/apt,96,30,132,24988433,James's Queen Anne guest house,547792651909567000
Private room,60,30,110,3464851,JazzBb,10364350
Entire home/apt,71,2,111,192365131,Jewel Box studio ~ an art-filled North Seattle gem,52166770
Entire home/apt,80,2,133,52542927,Jill's Hillman City Guest Suite,30421688
Entire home/apt,81,3,104,3584275,Jimi Hendrix Park Vintage Suite 1,14186845
Entire home/apt,250,3,110,42931551,Joanie’s Roadhouse,1807936
Private room,54,30,103,52009006,JP's Garden Room,41218952
Entire home/apt,150,2,124,8636983,Judi's Place on the lake (family comfortable),19366629
Entire home/apt,95,30,104,259251861,Judkin’s Park Bungalow,22224768
Entire home/apt,71,21,104,7652593,Judkins Park 1 Bed/1 Bath Apartment! Spacious,51844154
Entire home/apt,118,30,124,23857689,KABINO: BRAND NEW! Mini Modern TINY HOME! Heart of Green Lake! Free Wi-fi!!!,15633363
Entire home/apt,188,30,106,88566861,"Kasa ☕ Contactless Check-In, Kitchen + Smart TV ☕ Pike Place Market",21213854
Entire home/apt,229,30,106,88566861,"Kasa ☕ Elliott Bay View + Full Kitchen, Self Check-In ☕ Pike Place Market",43047552
Entire home/apt,172,2,106,88566861,Kasa ☕ Location is Everything on Vacation! ☕ Pike Place Market,45757157
Entire home/apt,112,7,106,88566861,"Kasa ☕ Long term stay, Modern Apartment, Kitchen ☕ Pike Place Market",47978078
Entire home/apt,125,30,132,29816532,Kelly's on Queen Anne,53936938
Entire home/apt,160,2,117,64476965,Kick Back at the Blue Pine Cottage at Green Lake.,53936958
Private room,85,1,136,48180916,Kim's hideaway,549169672228791000
Entire home/apt,155,1,102,100208194,"King Bed + Studio! Free Parking, Patio, WFH Space!",549322483418912000
Entire home/apt,136,2,132,14860162,"Kraken Cabin - Excellent Views, Location",25296669
Entire home/apt,110,30,106,190880343,"Kremrest - Artist Suite - Open Loft, Clean",20460194
Entire home/apt,125,30,106,190880343,"Kremrest - Garden Suite - Clean, Fun, Creative",14404918
Entire home/apt,105,30,106,190880343,"Kremrest ~ Nature Suite ~ Clean, Fun, Creative",53235771
Entire home/apt,175,30,106,190880343,"Kremrest ~ Rockstar Suite ~ Large Loft, Clean",37972938
Entire home/apt,89,2,133,71550190,La Casíta: Quaint mother-in-law by Lake Washington,27208473
Private room,33,1,102,258796003,La Dolce Vita Room-6 min to Downtown by Light Rail,25265293
Shared room,20,1,102,258796003,La Dolce Vita- SHARED MALE ONLY (Bottom Bed),42648598
Shared room,20,1,102,258796003,La Dolce Vita- SHARED MALE ONLY (Top Bed),46548051
Entire home/apt,399,3,133,386924759,La Stella - An Oasis in the City for large groups,39300764
Entire home/apt,128,30,108,65839341,Lake City Hideaway w/ Echelon Exercise Bike,53867135
Entire home/apt,85,30,133,2470970,Lake cottage @ Pritchard Beach - near down town,53611851
Entire home/apt,80,60,108,78475236,Lake Shore Seattle,53343453
Entire home/apt,88,30,104,216382627,Lake Side Cozy Unit,50000857
Entire home/apt,79,30,103,39834464,Lake Union 1 BR Suite,46228857
Entire home/apt,171,30,103,114228,Lake Union Cottage - Shore and City View,20090813
Entire home/apt,315,30,102,39834464,Lake Union Historic Home,32089743
Private room,60,1,102,88569866,Lake Union Maharajah (King's) Room and Bath,40911008
Entire home/apt,315,30,103,190507384,Lake Union View,49060452
Entire home/apt,136,3,103,2033580,Lake Union View City Cabin,26795
Entire home/apt,135,6,103,65410799,"Lake Union views, Large balcony, High ceilings",49198120
Entire home/apt,194,2,133,44468083,Lake View House,15298636
Entire home/apt,382,1,111,181718441,Lake View Retreat in North Seattle,29074613
Entire home/apt,200,2,104,96038005,Lake View Washington Entire House,2516391
Entire home/apt,189,1,133,301531648,"Lake View, Family-Friendly & Couples Retreat",50601476
Entire home/apt,148,30,104,121688409,Lake Washington Home Steps from Leschi Shops!,48684962
Entire home/apt,220,30,133,29934463,"Lake Washington Home, The Hammer Manor",24123401
Entire home/apt,172,4,108,267067607,Lake Washington Loft @ Matthews Beach Area,53451135
Entire home/apt,174,2,108,267067607,Lake Washington Nest @ Matthews Beach Area,42317189
Entire home/apt,165,30,133,12420261,"LAKE, PARKS, TREES, BIKE TRAILS",32664028
Entire home/apt,112,30,133,2172953,Lakefront modern 1-bedroom condo w/ free parking,6546748
Entire home/apt,101,2,133,8292018,Lakeridge Gardens,46166273
Entire home/apt,109,60,102,34779932,Lakeside Suite near Beach and Shops,46166271
Entire home/apt,70,30,133,4333497,Lakeview Apartment in quiet neighborhood,12449616
Entire home/apt,266,30,106,263502162,Landing   Modern Apartment with Amazing Amenities (ID260029),547807731378725000
Entire home/apt,134,30,115,263502162,Landing   Modern Apartment with Amazing Amenities (ID2660),50024210
Entire home/apt,90,30,103,263502162,Landing   Modern Apartment with Amazing Amenities (ID404606),6644760
Entire home/apt,134,30,132,263502162,Landing   Modern Apartment with Amazing Amenities (ID457304),35465643
Entire home/apt,134,30,103,263502162,Landing   Modern Apartment with Amazing Amenities (ID458971),50216638
Entire home/apt,120,30,117,263502162,Landing   Modern Apartment with Amazing Amenities (ID660781),50182364
Entire home/apt,198,30,106,263502162,Landing   Modern Apartment with Amazing Amenities (ID774978),51462706
Entire home/apt,204,30,106,263502162,Landing   Modern Apartment with Amazing Amenities (ID938),50299716
Entire home/apt,175,2,136,74044576,Large 1 BDRM near Alki Beach w/ Water & Mtn Views,50322435
Entire home/apt,60,2,132,99932610,Large 1 Bedroom Space Needle/Climate Pledge Arena,52377522
Private room,45,30,101,9975709,Large 1BD w/bath/walkin closet; parking included,54309851
Entire home/apt,98,1,101,2103168,Large 1-bedroom guest suite with lake views,47399781
Entire home/apt,93,2,136,2085932,Large 1-br Apt near Alki,47185825
Entire home/apt,154,30,136,39088691,Large 1-br Apt near Alki (STR-OPLI-22-000343),584026830096244000
Entire home/apt,120,30,113,3074414,Large 2 bdr  5 min to  UW /Green Lake/ Bryant (3),1925661
Entire home/apt,135,30,113,3074414,Large 2 bdr  5 min to  UW /Green Lake/ Bryant 4,46361697
Entire home/apt,245,1,101,5325329,Large 5bed/3bath - Beds for the whole grou,580586785000151000
Entire home/apt,134,5,110,15880603,Large Backyard  Cottage Retreat Near Green Lake,50892516
Private room,95,30,109,512103,"Large bedroom with kitchen, bath & private entry",52659234
Private room,34,2,110,10903708,"Large bedroom, with parking & major bus lines",17889129
Entire home/apt,500,2,108,28694313,Large Cabin Style Home with Hot Tub/Sauna/King Bed,52300162
Entire home/apt,229,3,101,10320128,Large Comfy Getaway - Free Off-Street Parking,36595243
Entire home/apt,86,3,115,253059,Large funky 2 or 3 bedroom unit in prime location,2492143
Entire home/apt,450,4,117,4186078,Large Luxury Lakeside Seattle Home,53049664
Entire home/apt,97,2,123,918867,Large One Bedroom MIL Apartment Close to Ballard,50155862
Entire home/apt,149,2,113,69710857,Large Private Apartment in Cozy Bryant,11143024
Private room,39,1,105,13701143,Large Private bedroom SW Seattle,52594415
Entire home/apt,157,30,109,26554998,Large Private Guesthouse in Discovery Park,368403
Entire home/apt,115,2,102,26648538,Large Private North Capitol Hill Garden Suite,18949136
Entire home/apt,96,2,126,69864273,"Large Private Quiet 1 BR Suite near UW, Children's",42066420
Entire home/apt,90,30,132,12556594,"Large Queen Anne Penthouse 2br/2ba, ROOFTOP views!",53454924
Entire home/apt,238,2,133,52577854,Large renovated unit in heart of Columbia City,35350514
Entire home/apt,80,3,133,17523418,Large Seattle Abode with Unique Space,52353925
Entire home/apt,65,30,106,228162888,Large studio apt near Capitol Hill & Seattle U,12812601
Entire home/apt,91,30,132,99932610,"Large Studio w/ Den, Work from Home, Super Clean!",24673935
Entire home/apt,120,2,134,10936741,"Large, Cheerful Studio Apartment by Lake Washington",49027091
Entire home/apt,160,3,108,123656742,LaRoche Vacation Rental,33528894
Entire home/apt,199,3,129,142248716,Latona Guest Suite with A/C and Dedicated Parking,30417137
Entire home/apt,253,3,129,142248716,Latona Penthouse Suite with A/C and Parking,48232954
Entire home/apt,132,1,106,20493911,Launch Pad for all Seattle has to offer.,7037522
Private room,85,1,128,32169894,Laurie's Garden Suite,17994682
Entire home/apt,68,1,110,1729690,Le confortable cave HIGH Internet speed,20029802
Entire home/apt,170,4,104,247283146,Leschi by the Lake,24848205
Entire home/apt,123,30,104,342103777,Leschi Lakeside Retreat In the City,43702358
Private room,30,30,136,31036041,"Lg-Rm, View, 30 min to downtown, avail. to rent",53585195
Entire home/apt,200,30,105,54669634,Light and Airy Garden Apartment in West Seattle,26207740
Entire home/apt,186,30,105,54669634,Light and Spacious Ranch House - Top Main Floor,32869227
Entire home/apt,519,1,132,6746292,Light FiIled Lux Seattle Apt Near to Space Needle,49292792
Entire home/apt,286,5,129,10289892,Light filled 3br apartment in walkers paradise,5978216
Entire home/apt,180,30,131,13833,"Light, spacious, quiet home w/ private garden",42542836
Entire home/apt,94,1,118,11855897,"Light, Stylish Suite in Private Phinney Home",21546462
Entire home/apt,83,2,135,22084837,Light/Bright/Inviting Udist studio!,20803201
Entire home/apt,127,1,125,436782022,Light-filled 3-bedroom Suite In a Great Location!,52269347
Entire home/apt,405,30,104,2798663,Light-filled Luxury Duplex Capitol Hill Retreat,18322559
Entire home/apt,650,2,104,28420265,Light-filled Modern Farmhouse near Cap Hill w/Yard,38801315
Entire home/apt,285,3,115,90647253,Light-filled modern townhome with private rooftop,16690527
Entire home/apt,140,1,113,18887656,Light-filled Mother-In-Law Apartment in NE Seattle,54275259
Entire home/apt,202,2,125,188406168,Light-filled peaceful retreat in thriving Seattle,45335442
Entire home/apt,800,10,132,126678159,Light-filled Queen Anne Family Home,51327984
Private room,64,30,102,13669439,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,49169308
Entire home/apt,123,30,118,39233972,Like new remodel mother-in-law apartment,50595729
Private room,118,2,104,253059,Lily Suite: private hotel-like space w/ parking,26472719
Entire home/apt,78,30,136,101285257,Lincoln Park Private Residence,18313275
Entire home/apt,52,30,136,101285257,Lincoln Park Tiny House,2670365
Entire home/apt,99,2,124,4791197,Linden Gardens at Green Lake,14166071
Entire home/apt,99,2,133,394977970,Little Blue Cottage in the City-15 mins to Downtn,40678367
Entire home/apt,89,2,105,70996371,Little Blue House,49716510
Entire home/apt,125,4,114,127739147,Little House on the Corner - Backyard Cottage,20327028
Entire home/apt,89,2,101,777748,Little Oasis,14108275
Entire home/apt,216,30,126,359069961,Live + Work + Stay + Easy   2 BR in Seattle,49569405
Entire home/apt,205,30,126,359069961,Live + Work + Stay + Easy   2 BR in Seattle,39907322
Entire home/apt,173,30,103,357567003,Live + Work + Stay + Studio   Space Needle View,28385302
Entire home/apt,168,2,100,1117175,Live like a local- Comfy MCM Ballard Bungalow,31129657
Entire home/apt,97,3,101,8291981,Live Like a Local-Garden Getaway-near Light Rail,51605482
Entire home/apt,145,30,115,28653007,Location & Luxury at a Great Price!,575621131186512000
Entire home/apt,160,3,106,38284695,LOCATION • City View • Convention Ctr • FREE Prk - Pike place,46565719
Private room,77,1,104,15502197,Location and Comfort! Best area to stay in Seattle,53363555
Private room,85,32,102,174595902,Location in the Heart of Seattle on Capital Hill.,35807042
Entire home/apt,190,30,129,3962006,Location! Location! Private luxury cottage,5525073
Entire home/apt,250,3,106,293785809,Location!! - Near everything w/ Parking Included,39003023
Entire home/apt,101,2,106,200181630,"Location, Location!!",5084451
Entire home/apt,104,30,129,63674214,"Location, Wallingford - Monthly",49947145
Entire home/apt,268,2,136,35560959,Location10/10 Near Alki*WalkingDistance EATBARSHOP,17513274
Entire home/apt,95,1,106,4730169,Loft Near downtown/Capitol hill,39136353
Private room,65,1,110,15288819,Loft Room in North Seattle. Free parking on site.,26804995
Entire home/apt,131,3,103,86157147,Loft Studio located in the historic Belltown,52264286
Entire home/apt,125,30,120,2824268,Loft style apartment,48336213
Private room,154,1,135,98049500,Loft Suite - College Inn - European-Style Hotel,25870982
Entire home/apt,235,30,106,107434423,"Lofty Downtown 2BR w/ Gym, W/D, walkable location, by Blueground",50527363
Entire home/apt,79,99,102,251831101,Lofty Studio Prime Cap Hill Area Mins to Downtown,49359651
Entire home/apt,102,1,102,340706410,Lofty Studio Prime Cap Hill Area Mins to Downtown,4276672
Entire home/apt,189,30,136,374054982,Long Stays⭐️Full Kitchen🔥Lincoln Park⭐️Alki Beach,42773371
Entire home/apt,125,2,105,6397518,Longfellow Creek,45588892
Private room,68,140,102,220459099,"Longterm Seattle Stay, Seeking a Roommate!",33429082
Entire home/apt,82,1,135,180543579,Look No More-1 Bedroom U District,52199093
Private room,54,1,135,123468144,Lovely & Quiet Studio Type with Bathroom Apartment,52220912
Entire home/apt,125,183,106,66260836,Lovely 1-bedroom condo furnished First Hill,38328402
Entire home/apt,105,30,132,48005494,Lovely 1BR Apartment in Seattle,29261279
Entire home/apt,119,2,106,179254749,Lovely 1-br Condo in Heart of Downtown Seattle,52880575
Entire home/apt,169,30,106,48005494,"Lovely 1BR in Seattle, Pool + Pet-Friendly",584102208572966000
Entire home/apt,174,30,103,48005494,"Lovely 1BR in South Lake Union, Gym + Pet-Friendly",51361768
Entire home/apt,126,1,135,3074414,Lovely 2 bdr 2 ba Condo in quiet U Village UW 201,582622816369540000
Entire home/apt,191,2,136,242754149,"Lovely 2 bed, 1 bath bungalow, quiet neighborhood",50443727
Entire home/apt,129,2,124,55574884,Lovely 2 Bedroom + Office In Residential Area,39035076
Entire home/apt,150,30,133,8936770,Lovely 2 bedroom Seattle apt near airport/downtown,38213413
Entire home/apt,248,30,109,1508785,Lovely 2-bedroom condo with a treehouse experience,54371569
Entire home/apt,143,2,100,411134669,Lovely 2-bedroom condo with fireplace and patio,49316920
Entire home/apt,180,30,132,48005494,"Lovely 2BR in Queen Anne, Rooftop + Pet-Friendly",50034645
Entire home/apt,151,1,133,4137246,Lovely 2BR Midcentury Home - Seattle,12913085
Entire home/apt,200,1,113,436653376,"Lovely 2BR Townhome, near UW & Burke-Gilman Trail",587867774361796000
Entire home/apt,109,30,132,427025860,Lovely 2BR Unit w Balcony View in Queen Anne,52043032
Entire home/apt,141,1,105,340706410,Lovely 3 bedroom residential home in Highland Park,35882466
Entire home/apt,172,30,101,48005494,Lovely 3BR House in Seattle w/ Office,565328635059726000
Entire home/apt,190,30,101,48005494,"Lovely 3BR Townhouse in Seattle, Rooftop + Views",54033463
Entire home/apt,76,2,101,39880373,Lovely and Peaceful Seattle Studio near Bus Stop,52986522
Entire home/apt,141,2,110,256317110,Lovely and Spacious 2 Bedroom 1 Bath In Seattle,562586791585017000
Entire home/apt,200,5,101,36008609,Lovely Apartment in 1917 Craftsman,554967689041971000
Entire home/apt,207,30,100,314324381,Lovely Ballard Townhome 30-day Min,37563871
Entire home/apt,79,1,104,426112129,Lovely Beacon Hill Home With Lots of Natural Light,48883445
Entire home/apt,153,31,102,107434423,"Lovely Capitol Hill 1BR w/ Gym & Roof Deck, near I-5, by Blueground",53584404
Entire home/apt,109,30,102,107434423,"Lovely Capitol Hill Studio w/ Rooftop, Pet Area, near bars, by Blueground",22529947
Entire home/apt,183,31,133,107434423,"Lovely Columbia City 2BR w/ W/D & Gym, close to light rail, by Blueground",53122191
Entire home/apt,425,30,136,332701716,"Lovely Craftsman w/Chef's kitchen, close to city",41110297
Entire home/apt,90,1,101,407568120,Lovely Downtown 1 bedroom Vacation Apartment,542645934247569000
Entire home/apt,140,30,106,107434423,"Lovely Downtown 1BR w/ Gym, near Shopping, Nightlife by Blueground",48708466
Entire home/apt,206,30,106,138924514,"Lovely downtown penthouse w/shared hot tub, sauna, and swimming pool!",52785570
Entire home/apt,140,30,104,107434423,"Lovely First Hill 1BR w/ Gym, Lounge, Roof, 90 Walk Score, by Blueground",42002823
Entire home/apt,242,3,106,138924514,Lovely flat near the Space Needle and w/ a Walk Score of 97!,54055174
Entire home/apt,86,30,107,48005494,Lovely Furnished Studio in N. Queen Anne by Zeus,47194906
Entire home/apt,69,1,118,430956774,Lovely Guest Suite in Beautiful Greenwood!,19786040
Entire home/apt,486,3,117,446539146,"Lovely home adjacent to lake w/ 2 living rooms, large tard, gas grill, game room",50889325
Entire home/apt,168,4,112,63728784,Lovely home in North Seattle,19786019
Private room,43,1,112,379462222,lovely home W/ private room #3  (no cleaning fees),35640939
Entire home/apt,108,1,106,162181553,Lovely Homey Lofty Pike Place Studio by the Water,53396648
Entire home/apt,85,30,106,1838818,Lovely loft in historic downtown Seattle,574671967214144000
Entire home/apt,135,30,136,25736673,Lovely lower level in West Seattle,551700467209533000
Entire home/apt,331,4,109,22680126,Lovely Magnolia/Discovery Park House Sleeps Six!,50465739
Entire home/apt,328,30,115,138924514,Lovely oasis w/covered & furnished patio in a great Seattle neighborhood!,587036455974130000
Entire home/apt,102,30,110,12389678,Lovely Parisian Suite w/ Easy Access to DTWN & UW!,15832847
Entire home/apt,143,30,106,107434423,"Lovely Pioneer Square 1BR w/ Gym, W/D, nr. Occidental Sq, by Blueground",13794197
Entire home/apt,140,31,132,107434423,"Lovely Queen Anne 1BR w/ Gym, W/D, Lounge & Roof Deck, by Blueground",8248970
Entire home/apt,166,31,103,107434423,"Lovely SLU 1BR w/ Gym & Pet Area, close to Space Needle, by Blueground",19785981
Entire home/apt,137,31,103,107434423,"Lovely South Lake Union 1BR w/ Gym, W/D, Space Needle view, by Blueground",52009884
Entire home/apt,226,30,106,107434423,"Lovely South Lake Union 2BR w/ Gym, BBQ, nr. Amazon, by Blueground",45837501
Entire home/apt,124,30,103,107434423,"Lovely South Lake Union Studio w/  W/D, Storage, by Blueground",583205430750642000
Entire home/apt,700,30,102,31032387,Lovely spacious home in Seattle,559960742268657000
Entire home/apt,82,2,132,99932610,Lovely Spacious Studio at the Space Needle,51574085
Entire home/apt,218,30,106,138924514,"Lovely studio 8-minute walk to space needle, shared hot tub & pool!",48539019
Entire home/apt,91,2,133,230287218,Lovely Suite w/t Kitchen-Near Lightrail/Airport,48007942
Entire home/apt,80,30,100,70225734,Lovely Sunset Hill  Garden Apt 💓,6032726
Entire home/apt,63,1,100,27958289,Lovely Sunset Hills Basement Apartment,585410952279521000
Private room,120,30,126,7611538,"Lovely Treehouse Sanctuary, Ravenna, Private room.",29139416
Private room,55,30,129,14489132,Lovely Wallingford Home,39468154
Entire home/apt,245,2,124,138924514,"Lovely, dog-friendly home located in amazing Seattle area!",28150567
Private room,249,1,133,73484597,Lower - Brighton Retreat (Walk to Metro),26292065
Private room,279,1,133,73484597,Lower - Rainier Retreat (Walk to Metro),29798397
Entire home/apt,391,2,132,111812937,Lower Queen Anne Home w/ Great Deck & Secret Space Needle View - Walk Everywhere,13941977
Private room,75,30,132,31245355,Lower Queen Anne Old World Landing Pad Oasis,19785978
Entire home/apt,71,2,135,111812937,Lower-Level Studio with Lovely Modern Design - Walk to UW & U Village!,22800261
Entire home/apt,159,3,100,25274592,Loyal Heights Guest House,41604840
Entire home/apt,150,3,136,33360,Luna Lower - West Seattle,48025964
Entire home/apt,72,1,136,33360,Luna Park Upper - West Seattle,32454401
Private room,200,1,133,94381650,Lush garden with a view of Olympic Mountains,48954082
Entire home/apt,197,1,108,11021782,"Lush Mid-century gem, near DT & pet-friendly",5364244
Entire home/apt,153,30,106,107434423,"Lux Belltown 1BR w/ Gym, W/D, walk to Space Needle, SLU by Blueground",9909
Entire home/apt,399,2,118,20329893,"Lux Contemporary Green Home   Within Steps Hip Greenwood Cafes, Restaurants, Shops   3 mi Golden Gardens Park & Beach",2652941
Entire home/apt,120,31,106,107434423,"Lux Downtown Studio w/ Gym, Roof Deck, near Pike St Market, by Blueground",43901150
Entire home/apt,150,3,115,10289892,Lux King suite in a walkers paradise,53317940
Private room,86,2,132,51816582,LUX Modern private room SLU,46630887
Entire home/apt,121,30,106,107434423,"Lux Pioneer Square Studio w/ Gym, W/D, nr. Occidental Sq, by Blueground",52601859
Private room,85,30,105,302503559,"Lux Private Room w Bathroom   Mins to dwntn, beach",53024399
Entire home/apt,188,30,103,107434423,"Lux South Lake Union 1BR w/ Gym, W/D, nr. Whole Foods, by Blueground",50010405
Entire home/apt,245,30,106,107434423,"Lux South Lake Union 2BR w/ Indoor Pool, Gym, nr. Amazon, by Blueground",34912429
Entire home/apt,125,1,102,17060550,Lux. contemporary condo with parking on Cap. Hill,45837480
Entire home/apt,125,31,100,107434423,"Luxe Ballard 1BR w/ BBQ, Yoga & Gym, near Golden Gardens, by Blueground",39382578
Entire home/apt,145,31,100,107434423,"Luxe Ballard 1BR w/ Gym, BBQ & A+ Views, blocks to dining, by Blueground",41701444
Entire home/apt,141,30,106,107434423,"Luxe Belltown 1BR w/ Gym, W/D, Roof Lounge, near SLU, by Blueground",42856473
Entire home/apt,200,31,106,107434423,"Luxe Belltown 2BR w/ W/D & Gym, near Metro & Light Rail, by Blueground",25953013
Entire home/apt,225,30,102,107434423,"Luxe Capitol Hill 2BR w/ W/D, Rooftop, Lounge, near park, by Blueground",559958436379951000
Entire home/apt,240,2,104,192303333,"Luxe Capitol Hill Home! Parking, A/C, Mtn Views",563646526203046000
Entire home/apt,191,31,106,107434423,"Luxe Downtown 2BR w/ Gym, Roof & W/D, near Pike Pl Market, by Blueground",48538969
Entire home/apt,140,31,103,107434423,"Luxe East Lake Studio w/ Pool & Gym, walk to Space Needle, by Blueground",543894869442308000
Entire home/apt,132,30,104,107434423,"Luxe First Hill Studio w/ Gym, Lounge, Roof, 90 Walk Score, by Blueground",50021353
